gender,city,state,maritalstatus,haschild
F,WESTERVILLE,OH,M,Y
M,CAMDEN WYOMING,DE,M,N
F,CLOVERDALE,IN,S,N
M,CRESSON,TX,M,Y
M,CRAIG,CO,M,N
F,ROSEDALE,MS,S,N
F,LACROSSE,WA,S,N
F,SUNBURY,OH,S,Y
M,STRAWBERRY PLAINS,TN,M,N
M,NATIONAL CITY,CA,S,Y
F,ELDORADO,WI,M,Y
F,PEORIA,IL,M,N
M,PORTSMOUTH,VA,S,N
F,HILTON HEAD ISLAND,SC,S,N
F,BLOOMINGDALE,NY,M,Y
M,CEDAR RAPIDS,NE,M,N
F,WETUMPKA,AL,M,Y
F,FOUNTAIN,NC,S,Y
M,ROTHVILLE,MO,M,Y
M,BOYLSTON,MA,S,Y
M,ADOLPHUS,KY,S,Y
F,YORK HAVEN,PA,S,N
M,RURAL HALL,NC,S,N
F,INDIANOLA,IL,S,N
F,PATERSON,NJ,M,Y
M,NORTHWAY,AK,S,N
F,GREENVILLE,MS,S,N
F,HARBORTON,VA,M,Y
F,CHATAWA,MS,M,Y
M,TRANSYLVANIA,LA,M,N
F,ASHAWAY,RI,M,Y
M,MOTT,ND,M,Y
M,BERKLEY,MI,M,Y
F,BINGHAM,IL,M,N
F,WOOD RIVER JUNCTION,RI,S,N
F,CROSSROADS,NM,S,Y
F,BULLS GAP,TN,M,N
F,OSNABROCK,ND,M,N
M,ANTON CHICO,NM,S,N
M,REEDSPORT,OR,S,Y
F,CRANSTON,RI,M,N
M,MONTOUR,IA,M,Y
F,ANTLERS,OK,M,N
F,HAMPTON,VA,M,N
F,ATKA,AK,M,N
F,MONTGOMERY,AL,S,N
M,WENTWORTH,NH,S,Y
M,DEXTER,ME,M,N
M,FAIRBANKS,LA,S,Y
M,PEORIA,AZ,M,N
F,WILSONVILLE,AL,S,N
M,NORWALK,CT,M,Y
M,SUMMIT,UT,M,Y
F,OSSIPEE,NH,S,Y
F,KEENSBURG,IL,M,N
F,NIKISKI,AK,M,Y
M,COLUMBUS,OH,S,Y
M,KIRBY,AR,S,Y
M,MESENA,GA,M,N
F,FORT JENNINGS,OH,M,Y
F,WEBBER,KS,M,Y
M,ALBUQUERQUE,NM,M,Y
M,FORT LAUDERDALE,FL,M,N
F,ROCK CREEK,MN,M,Y
M,WOODMERE,NY,S,Y
F,STILLWATER,OK,S,N
M,OWEN,WI,M,N
M,PINETOP,AZ,S,Y
F,DEBARY,FL,S,N
F,APTOS,CA,S,Y
M,ARMINTO,WY,S,N
M,GOOSE CREEK,SC,M,Y
M,WASHINGTON,DC,M,N
F,DOVER,TN,M,N
M,NELLYSFORD,VA,S,Y
M,GLENHAM,SD,S,N
M,PEROTE,AL,M,N
M,MINOOKA,IL,S,N
F,MC CAULLEY,TX,S,Y
M,COLONY,KS,M,N
F,YATESBORO,PA,S,Y
F,MANLEY HOT SPRINGS,AK,S,N
F,BARTLETT,KS,S,Y
F,NEW ORLEANS,LA,S,Y
M,WILLINGTON,CT,S,N
M,METAMORA,MI,S,N
M,WYOMING,RI,M,N
F,MONMOUTH,ME,M,N
F,LEXINGTON,OR,M,Y
M,STRATFORD,SD,S,Y
M,NORTH LAS VEGAS,NV,M,Y
F,SHULLSBURG,WI,S,Y
M,MOUNT ANGEL,OR,M,N
M,LUNING,NV,S,N
M,EAST HANOVER,NJ,M,Y
M,DECHERD,TN,S,N
F,QUINCY,MO,M,N
F,AVOCA,AR,M,N
F,MERIDEN,NH,M,Y
F,FARMERVILLE,LA,S,Y
M,FRISCO,CO,M,Y
F,NORWALK,CT,M,N
F,KITE,GA,S,Y
F,CENTRAL POINT,OR,M,Y
F,INDIANAPOLIS,IN,M,Y
M,KINGMAN,AZ,M,N
M,ROYALSTON,MA,M,N
M,FRANKLIN,NE,M,Y
M,FORT KENT MILLS,ME,M,N
F,HENDERSON,NV,S,Y
F,ALTA,WY,S,N
F,FARMINGTON,CT,M,N
F,FALLON,NV,M,Y
M,HURLEY,NM,S,Y
M,SHELDON,VT,S,N
F,COOKE CITY,MT,S,Y
F,ARLINGTON,VA,M,N
M,LIVERPOOL,IL,S,N
M,WARRENTON,OR,M,Y
F,CHINOOK,MT,M,Y
M,MIDDLESBORO,KY,S,N
M,DOUGLAS,AK,M,Y
F,COLUMBIA,LA,M,N
F,COUNCIL HILL,OK,S,N
F,NEWARK,DE,S,N
M,ELGIN,IL,M,N
F,BEL ALTON,MD,M,N
M,RIDGELY,MD,S,Y
F,BONNEAU,SC,M,N
F,YOUNG AMERICA,MN,M,Y
M,SPRINGFIELD,MA,S,Y
F,VERONA,OH,S,Y
M,BRONSON,MI,M,Y
M,TENDOY,ID,M,N
M,BENTON,TN,M,Y
M,REEVESVILLE,SC,S,N
F,RICHMOND,VA,S,Y
M,WASHINGTON,DC,M,N
M,THURSTON,NE,M,N
F,BERLIN,NH,S,N
F,IRA,TX,M,Y
F,MARION,ND,M,N
M,CINCINNATI,OH,M,N
F,CALDWELL,ID,S,Y
F,ROCKFORD,IL,M,Y
F,MARIETTA,SC,M,Y
M,LAUREL,DE,S,N
F,NORWALK,CT,M,N
F,GARBER,IA,M,Y
F,MIAMI,FL,S,N
F,RIVERDALE,GA,S,N
F,SPOKANE,WA,M,Y
M,SAINT PETER,IL,M,Y
M,CLARCONA,FL,M,Y
M,WARREN,RI,S,N
F,SHREVEPORT,LA,M,Y
F,GREENSBORO,NC,S,N
F,SAN JUAN,PR,S,N
M,CULDESAC,ID,S,Y
M,HARMONY,ME,M,N
F,CORTLAND,NE,M,Y
F,KAPOLEI,HI,M,N
M,ELKTON,FL,M,N
M,WASHINGTON,DC,M,Y
F,CHEBEAGUE ISLAND,ME,S,Y
M,LAS VEGAS,NV,S,Y
F,GARRETT,WY,S,Y
F,WYANDOTTE,OK,S,N
M,ROUND O,SC,M,Y
M,THAYNE,WY,M,Y
F,NEW HAVEN,CT,S,N
M,NICHOLS,SC,M,N
M,WESLEY CHAPEL,FL,S,Y
F,CAPITOL HEIGHTS,MD,M,N
M,OGLETHORPE,GA,S,Y
F,CLARKS HILL,SC,M,N
F,NATRONA HEIGHTS,PA,S,Y
M,GILMAN,IL,M,Y
F,HAPPY JACK,AZ,M,N
M,SANDWICH,MA,M,Y
M,MEMPHIS,TN,S,Y
M,STRAFFORD,NH,M,Y
M,MONTGOMERY,AL,S,N
F,LONG BEACH,CA,S,N
F,STEPHENS,AR,S,N
F,PURCELL,MO,S,Y
M,CAROLINA,PR,M,N
F,CINCINNATI,OH,S,N
M,BOARD CAMP,AR,S,N
M,WILMINGTON,DE,S,N
M,GIRDLER,KY,M,Y
F,FAIRFAX,CA,M,Y
F,SEWANEE,TN,S,N
M,MANITOU SPRINGS,CO,M,N
F,SURREY,ND,M,N
F,HYATTSVILLE,MD,S,Y
M,GREENSBORO BEND,VT,S,Y
M,WILSON,WY,S,Y
F,TALLAHASSEE,FL,M,N
F,ISLE SAINT GEORGE,OH,S,Y
M,KENNEWICK,WA,M,N
M,SAN JUAN,PR,S,Y
M,BURKE,SD,M,N
F,KNOWLESVILLE,NY,S,N
M,BRUCE,WI,M,Y
M,DRAYTON,SC,M,N
F,OROCOVIS,PR,S,N
M,TUCSON,AZ,S,N
M,LAUREL,DE,S,Y
M,WILMINGTON,DE,M,N
F,GREENVILLE,GA,S,Y
F,HOT SPRINGS NATIONAL PARK,AR,S,Y
F,ENSENADA,PR,S,N
F,HEMPHILL,WV,M,N
F,COOS BAY,OR,M,Y
F,SAN JUAN,PR,S,N
F,CLARENCE,MO,M,Y
F,SEWANEE,TN,M,N
M,METAIRIE,LA,M,Y
M,EMMALENA,KY,S,N
M,EAGLE LAKE,ME,S,Y
M,FORT WORTH,TX,S,Y
F,JONESVILLE,TX,S,N
M,BEULAH,MS,M,Y
M,LAS VEGAS,NV,M,Y
F,DYESS,AR,S,N
M,ROCK SPRINGS,WY,M,Y
F,PELHAM,NH,M,N
F,HARRISONBURG,VA,M,N
M,REXFORD,MT,S,N
M,MERSHON,GA,S,Y
F,ECRU,MS,M,Y
F,SWEETSER,IN,M,N
M,EIGHT MILE,AL,M,N
M,WINN,ME,M,Y
F,JACKSONVILLE,FL,S,Y
M,GREENVILLE,SC,S,Y
M,TRUTH OR CONSEQUENCES,NM,S,Y
F,PARKER,SD,M,N
M,VALIER,MT,S,Y
M,ALGOMA,MS,S,N
M,ORLAND PARK,IL,M,N
F,THE COLONY,TX,S,N
M,BEAVER,AK,M,Y
F,MINDEN,TX,M,Y
F,CORVALLIS,MT,M,Y
M,PAWTUCKET,RI,M,N
M,RIVERDALE,NJ,M,Y
M,GOSHEN,OH,S,Y
M,FOWLER,IN,S,Y
M,WESTBROOK,CT,M,N
F,BATON ROUGE,LA,M,N
F,HONOMU,HI,M,N
M,DUPREE,SD,M,Y
M,CALAIS,VT,M,N
M,WEST VAN LEAR,KY,M,N
M,MILLBROOK,NY,M,Y
M,BROWNSBORO,AL,M,N
M,INOLA,OK,S,Y
M,ROZEL,KS,M,Y
F,CHICHESTER,NY,S,N
M,BROWNFIELD,ME,S,Y
M,DEER,AR,S,Y
M,FRIANT,CA,S,Y
F,LEON,OK,M,Y
M,GULLIVER,MI,S,Y
M,SAINT STEPHEN,SC,S,N
M,LORIMOR,IA,S,Y
F,BOWBELLS,ND,M,Y
F,SHERBURNE,NY,M,N
M,WHITE HOUSE,TN,S,Y
F,CARSON CITY,NV,S,Y
F,KEALIA,HI,S,Y
F,NEW LLANO,LA,S,N
M,TONALEA,AZ,S,Y
F,ROYAL OAK,MD,M,N
M,NEW FLORENCE,MO,M,N
F,ITTA BENA,MS,M,Y
F,COPPER HARBOR,MI,S,Y
M,ECHO,OR,S,N
F,GLENDALE,UT,M,N
M,SEATONVILLE,IL,S,Y
M,JANE LEW,WV,M,N
M,BOYD,MT,M,Y
M,BILLINGS,MT,S,Y
M,BEAR,DE,M,N
F,ATLANTA,GA,M,N
M,MC CLELLANDTOWN,PA,M,N
M,LAS VEGAS,NV,S,Y
F,OLD ORCHARD BEACH,ME,S,N
M,SUN VALLEY,ID,S,N
M,LITTLE ROCK,SC,M,N
F,LEBANON,OR,M,N
M,LAUPAHOEHOE,HI,M,Y
M,MIAMI,FL,M,N
F,PENHOOK,VA,S,Y
F,FRANKLIN,NJ,S,Y
M,WHEELER,OR,S,N
F,SAN ANTONIO,PR,S,Y
M,NEIHART,MT,S,Y
F,CASTANER,PR,M,N
F,JACKSON,MS,S,Y
F,DEXTER,MI,S,N
M,COLUMBIA,IA,M,N
M,SCOTLAND,SD,S,Y
F,LISMAN,AL,M,N
F,INDIANAPOLIS,IN,M,Y
F,SAN ANDREAS,CA,S,Y
M,CHICAGO,IL,S,N
M,QUAPAW,OK,M,N
F,SMYRNA,GA,M,Y
F,VIOLA,DE,S,Y
F,DETROIT,MI,M,N
M,BRADENTON,FL,S,N
F,LETHA,ID,M,Y
F,HAMLER,OH,S,Y
M,DENNYSVILLE,ME,M,N
M,ELLIOTTSBURG,PA,S,Y
M,HONOLULU,HI,S,Y
F,MORRISON,CO,S,Y
M,SALTERS,SC,M,N
F,CLIFTON FORGE,VA,S,Y
F,ANDOVER,MA,M,Y
M,BIG CREEK,MS,M,Y
M,KENNEDY,AL,M,N
F,NORTH LAS VEGAS,NV,M,Y
M,HENRIEVILLE,UT,S,N
F,PROVIDENCE,RI,M,Y
F,ULMER,SC,M,N
M,JACKSON,MS,M,Y
M,QUESTA,NM,S,N
F,MILWAUKEE,WI,M,N
M,PONY,MT,M,N
M,LEXINGTON,KY,M,N
M,CAMP DOUGLAS,WI,M,N
F,SAINT JOHNSBURY,VT,S,N
F,NORTH YARMOUTH,ME,S,Y
F,PROBERTA,CA,M,N
M,TAMPA,FL,M,Y
F,CHATSWORTH,IL,S,N
F,SYRACUSE,KS,M,Y
M,CUBERO,NM,M,N
M,NEW TOWN,ND,S,Y
M,SAXEVILLE,WI,S,Y
M,COLLEGEDALE,TN,S,Y
F,STRATFORD,OK,S,N
F,VAN BUREN,AR,S,N
M,NEW HAVEN,CT,S,Y
M,CONCORD,VT,S,Y
F,PADUCAH,KY,M,Y
F,BOULDER,CO,M,N
M,NORTHWOOD,ND,M,N
M,CASSELTON,ND,S,N
F,CLAY SPRINGS,AZ,S,Y
F,LINCH,WY,S,N
M,NEW GRETNA,NJ,M,N
F,WYOMING,MN,S,Y
F,PRINTER,KY,S,N
M,GUINDA,CA,S,N
F,DENVER,CO,S,N
M,PRAIRIE VILLAGE,KS,M,N
M,CHARLOTTE,NC,S,Y
M,SAN FERNANDO,CA,S,N
F,KINGSPORT,TN,S,Y
M,TOA ALTA,PR,M,Y
M,KANSAS CITY,MO,M,N
M,PEORIA,IL,M,N
F,NEWDALE,ID,M,Y
F,CHICAGO,IL,S,N
F,GRAND FORKS,ND,M,N
M,WEST HYANNISPORT,MA,S,Y
F,LYNN,MA,M,N
F,LAS VEGAS,NV,S,N
F,BURNA,KY,M,Y
F,WASHINGTON,WV,S,Y
F,STIGLER,OK,S,Y
M,DUNBARTON,NH,M,N
M,CHARLESTON,SC,S,N
F,NANTUCKET,MA,S,Y
F,LAUDERDALE,MS,S,N
M,CERRO GORDO,NC,M,N
M,ALBUQUERQUE,NM,S,Y
M,FALUN,KS,S,Y
M,NOKOMIS,FL,S,Y
M,RIO GRANDE CITY,TX,M,N
M,YORKTOWN,IA,S,N
M,ALPINE,WY,M,N
F,TWIN FALLS,ID,S,N
M,DANVILLE,ME,M,Y
F,SILER CITY,NC,S,N
F,WATERBURY,CT,M,N
F,SANDY CREEK,NY,S,N
M,OAKLAND,NJ,S,N
M,ROCK PORT,MO,S,N
M,WINCHESTER,ID,S,Y
F,GLEN,MT,M,N
F,WILSONVILLE,OR,S,N
M,MACON,GA,M,Y
F,SCRANTON,ND,M,Y
F,ROCKY FACE,GA,S,N
F,PRINCE GEORGE,VA,S,Y
M,SMITHWICK,SD,M,N
F,NEWARK,DE,M,N
F,PERKINS,GA,M,N
F,WHARTON,OH,S,Y
F,GIRARD,IL,S,N
M,FAYETTEVILLE,AR,S,N
M,NEW GLOUCESTER,ME,S,N
M,NAPIER,WV,M,Y
M,ASHUELOT,NH,S,Y
M,CATLETT,VA,S,Y
M,HOUMA,LA,S,N
M,BUCKHORN,NM,S,Y
F,WALNUT,KS,S,N
F,BRANTWOOD,WI,S,N
M,BALTIMORE,MD,M,Y
F,RANKIN,TX,M,Y
M,ANNAPOLIS,MD,S,N
F,TELLICO PLAINS,TN,S,N
F,TRAPPER CREEK,AK,S,Y
F,KANSAS CITY,MO,M,Y
M,VERSAILLES,KY,M,N
M,MINTURN,SC,S,Y
F,STATE PARK,SC,S,N
F,BARKHAMSTED,CT,M,N
F,PICABO,ID,S,N
M,ZANESVILLE,OH,S,N
F,VILLA RIDGE,IL,M,N
F,WHITELAND,IN,S,Y
F,NEW AUBURN,MN,S,N
F,WASHINGTON,DC,S,N
F,NIOTA,TN,M,N
F,NEWARK,DE,S,Y
M,WILMINGTON,DE,M,N
F,PASADENA,CA,S,N
F,CHESWOLD,DE,M,Y
F,SPRINGDALE,MT,M,N
M,BLUE GRASS,IA,S,N
M,HERMOSA,SD,M,Y
M,COLUMBIA,SC,S,Y
F,ISLAND POND,VT,S,Y
F,TWILIGHT,WV,S,N
F,NORTH ANSON,ME,S,Y
F,WOODS CROSS,UT,S,N
F,WORDEN,MT,S,N
F,CENTER OSSIPEE,NH,S,Y
F,BEAR,DE,S,N
F,CUSTER,KY,S,N
M,BEAR,DE,S,Y
F,FERRON,UT,M,N
M,GEORGETOWN,DE,M,N
M,METTER,GA,S,N
F,BERNARDSVILLE,NJ,S,Y
M,TOOELE,UT,S,N
M,SHREWSBURY,MA,S,Y
M,GUAYAMA,PR,M,N
M,BELLINGHAM,WA,S,N
M,PAXTON,FL,S,Y
F,ROCHESTER,NY,M,Y
F,DECATUR,AL,S,N
M,CROSSROADS,NM,S,Y
M,SILVERTON,ID,S,N
M,BUFFALO,NY,S,Y
M,BISON,KS,S,Y
M,SAPULPA,OK,S,Y
M,BERKELEY SPRINGS,WV,M,N
M,GRAFTON,IA,M,Y
M,SARGENTVILLE,ME,S,Y
M,SMITH LAKE,NM,M,Y
M,TUCSON,AZ,S,N
M,ORKNEY SPRINGS,VA,S,N
F,KENYON,RI,M,N
F,TOA BAJA,PR,M,Y
M,PELHAM,TN,S,N
F,VENTURA,IA,S,N
M,MERMENTAU,LA,M,Y
M,CINCINNATI,OH,S,Y
F,MUSKOGEE,OK,S,Y
M,MEROM,IN,M,Y
M,DOWAGIAC,MI,S,Y
M,NEW BRAUNFELS,TX,M,N
F,MAY,ID,M,Y
M,HERINGTON,KS,M,N
F,AMSTERDAM,MO,M,N
F,CAROLINA,PR,S,N
M,SWEETWATER,TN,M,N
F,POMPANO BEACH,FL,S,N
F,WOOD RIVER,NE,M,Y
M,TONEY,AL,S,Y
F,MOROVIS,PR,S,Y
M,LAKE WORTH,FL,S,Y
F,ELK GROVE,CA,M,Y
F,NEWARK,DE,S,Y
M,MIDWAY,UT,M,N
M,OMAHA,NE,M,N
F,PEMBINE,WI,M,N
M,HAMPDEN,ND,S,Y
M,PETERSBURG,VA,M,Y
M,NORDLAND,WA,S,N
F,CHEYENNE,WY,S,N
M,NAPOLEON,MI,M,N
F,GOTHAM,WI,S,Y
F,WAUCHULA,FL,S,N
F,FLEMING,CO,S,Y
M,COLUMBIA,AL,M,Y
M,CAPULIN,CO,M,Y
M,AVON,MS,S,Y
M,ELMWOOD,WI,M,Y
F,RIVERBANK,CA,S,Y
M,LAPOINT,UT,S,N
M,BEAVER BAY,MN,S,N
M,KANSAS CITY,KS,S,Y
F,VIKING,MN,S,N
F,CEREDO,WV,M,N
F,DELTA,UT,S,N
M,TOOELE,UT,M,Y
M,JEMEZ SPRINGS,NM,M,N
M,EWING,VA,S,N
M,LUBBOCK,TX,S,Y
F,RUIDOSO DOWNS,NM,S,Y
F,WESTPHALIA,IA,S,Y
M,BELVEDERE TIBURON,CA,M,Y
M,SOUTH BEND,IN,S,N
F,ANDREWS AIR FORCE BASE,MD,S,Y
M,WOODBURY,GA,M,Y
F,FAIRDALE,ND,S,N
M,WOODRUFF,AZ,M,N
F,MOUNT HOPE,AL,S,Y
F,READLYN,IA,M,N
F,FLORENCE,AL,M,Y
F,PAWCATUCK,CT,M,Y
F,AUGUSTA,AR,M,Y
M,GILDFORD,MT,S,Y
M,CURTISVILLE,PA,S,N
M,CHURCH VIEW,VA,M,Y
F,KAPAAU,HI,S,N
F,WALLINGTON,NJ,S,N
M,BAIROIL,WY,M,Y
M,TULSA,OK,S,N
F,UPPERGLADE,WV,M,N
F,WEWAHITCHKA,FL,S,N
F,DAKOTA,MN,M,Y
F,TOWANDA,KS,M,Y
F,MOUNT TABOR,NJ,S,Y
F,BARNESTON,NE,S,N
F,WASILLA,AK,S,N
F,DULLES,VA,S,Y
F,LEONARD,ND,S,Y
F,CARVILLE,LA,M,Y
F,MADISON,MD,S,N
F,SHOSHONE,ID,M,Y
F,EWELL,MD,M,Y
M,LAKE POWELL,UT,S,N
M,FEDERAL WAY,WA,M,N
F,SHERIDAN,MT,S,N
M,TRUJILLO ALTO,PR,S,Y
F,TULSA,OK,S,Y
F,SCHUYLER LAKE,NY,S,N
M,ROARK,KY,M,Y
F,PHOENIX,AZ,M,Y
M,BALTA,ND,M,N
F,SIOUX FALLS,SD,S,Y
M,WARWICK,RI,S,Y
F,WASHINGTON,DC,M,Y
M,EAST WAREHAM,MA,S,N
M,INDIANAPOLIS,IN,S,N
M,MEDFORD,OR,S,Y
M,HONOLULU,HI,S,Y
M,CONCORD,NH,S,N
F,CINCINNATI,OH,M,Y
M,KEALAKEKUA,HI,S,N
M,ASHAWAY,RI,M,Y
M,VANCE,AL,M,Y
F,WEST KINGSTON,RI,S,N
M,NEW BERN,NC,M,Y
M,CLIFTON,NJ,S,N
M,LUTCHER,LA,M,N
F,REMUS,MI,S,Y
M,CATARINA,TX,S,Y
M,ASHVILLE,OH,S,Y
F,PLATTER,OK,M,Y
M,CHRISTIANA,PA,M,N
F,SABINAL,TX,S,Y
M,WATERBURY,CT,S,Y
F,GRAND FORKS AFB,ND,M,Y
M,LAKE ELMORE,VT,M,N
F,WASHINGTON,DC,S,N
F,LADYSMITH,VA,S,Y
F,DENTON,NC,M,N
M,OTTAWA,WV,S,Y
M,LIBBY,MT,S,Y
M,GOWEN,OK,M,Y
F,OROFINO,ID,S,Y
F,ZION GROVE,PA,S,Y
M,CINCINNATI,OH,M,Y
M,COMO,TN,M,N
F,CHARLES CITY,IA,S,Y
M,LAS VEGAS,NV,M,Y
M,VIOLA,IL,S,Y
M,FLORISSANT,MO,M,Y
M,RENO,NV,M,Y
F,WESTERVILLE,OH,S,Y
M,RONCEVERTE,WV,S,Y
M,KREMLIN,MT,S,N
M,DES LACS,ND,S,Y
M,MONMOUTH,OR,M,N
M,SALISBURY,VT,S,N
F,SACO,ME,S,N
M,KIRTLAND,NM,S,Y
F,HINKLE,KY,S,Y
F,MILESVILLE,SD,S,Y
F,OKLEE,MN,S,N
F,BENTON,LA,S,N
F,PERKINSVILLE,VT,M,N
M,POSTON,AZ,M,Y
F,ARROYO SECO,NM,S,Y
F,SARGENTS,CO,S,Y
F,GREENVILLE,SC,M,Y
M,CIMARRON,NM,M,N
F,LAPWAI,ID,S,Y
M,WINSTON,OR,M,N
F,FARMINGTON,CT,M,Y
M,EVANSVILLE,IN,S,Y
F,ATHENS,GA,S,N
F,SMITH CENTER,KS,S,N
M,PIERRE,SD,M,Y
M,MEMPHIS,TN,S,N
F,MIDLAND,AR,S,N
F,MONTPELIER,VT,M,Y
F,BETHESDA,MD,S,N
F,TEKOA,WA,M,N
M,RUMFORD,RI,M,Y
F,WILMINGTON,DE,M,N
M,LYME CENTER,NH,M,Y
M,TECUMSEH,NE,M,Y
M,SANDY,UT,S,N
M,SIMLA,CO,M,N
F,MONTCALM,WV,S,Y
M,EAST DOVER,VT,S,Y
F,CARTWRIGHT,ND,M,N
M,SALINAS,PR,S,N
M,MAHOPAC FALLS,NY,M,N
M,BONDURANT,WY,S,N
M,GIPSY,MO,M,N
M,PEABODY,MA,M,Y
F,SALEM,OR,S,Y
M,GILBERT,AZ,S,N
M,DENVER,CO,M,Y
M,CAVALIER,ND,S,Y
F,WEST NEWBURY,VT,M,Y
M,HARCOURT,IA,S,N
F,AKRON,OH,M,N
F,SPRINGFIELD,MO,S,Y
F,ANDOVER,IA,S,Y
F,ILLIOPOLIS,IL,M,N
M,WOLVERTON,MN,M,N
M,COLLEGE PARK,MD,M,N
F,VINEYARD HAVEN,MA,S,Y
F,WAYNESBORO,GA,M,N
M,LORMAN,MS,M,N
F,WILLISTON,ND,S,N
M,GARRETT,WY,M,N
F,GILLETTE,WY,S,N
F,LUPTON,AZ,M,N
F,PRESCOTT VALLEY,AZ,M,N
M,OCKLAWAHA,FL,M,Y
F,GREEN VALLEY,IL,S,N
F,ANAMOSA,IA,M,Y
M,GREENVILLE,ME,M,Y
F,WORCESTER,MA,S,N
M,MAYWOOD,IL,M,Y
M,ASHFORD,CT,S,N
F,BONDVILLE,VT,S,N
F,MEMPHIS,TN,M,N
F,NASHUA,NH,M,Y
M,WARWICK,RI,M,Y
F,ORESTES,IN,S,N
M,BRETTON WOODS,NH,M,N
F,MINNEWAUKAN,ND,M,Y
M,WASHINGTON,DC,S,Y
F,CARY,IL,S,N
F,DALLAS,TX,S,Y
M,WELLSVILLE,PA,S,N
F,PORTER,OK,S,N
M,ARCH CAPE,OR,S,Y
M,MODESTO,CA,M,N
M,NEWMAN,IL,M,Y
M,KAYLOR,SD,S,Y
F,GLENDALE,CA,M,N
M,ETHEL,MS,M,Y
M,PACIFIC,MO,S,Y
M,EL RITO,NM,S,Y
F,MONROE TOWNSHIP,NJ,M,Y
M,TREMONTON,UT,M,Y
F,SOUTH PORTLAND,ME,S,Y
F,OAK GROVE,MO,S,N
M,MEALLY,KY,M,Y
F,MACEDON,NY,S,Y
M,ROSARIO,PR,M,Y
M,JOHNSTON,RI,S,N
M,WHITE HOUSE,TN,M,Y
F,WHITE OAK,NC,M,N
F,DULUTH,MN,S,N
F,HIBBING,MN,S,N
M,BENSON,MN,M,Y
F,LAKESHORE,CA,S,N
M,HOBSON,MT,S,N
M,GWINNER,ND,M,N
F,COLORADO CITY,AZ,S,Y
M,WASHINGTON,DC,S,Y
M,GREEN POND,SC,M,N
M,KAILUA,HI,M,N
M,DALLAS,TX,M,Y
M,COLUMBUS,MS,S,N
M,LOUISVILLE,KY,S,Y
M,JACKSONVILLE,FL,M,Y
F,FRANKLIN,MN,M,Y
M,LISBON,NH,M,N
F,SUMRALL,MS,S,Y
M,COOPERS MILLS,ME,M,Y
F,SCOTTSBURG,OR,M,Y
M,WEST MONROE,LA,M,Y
F,MAPLEVILLE,RI,S,N
F,FRANKFORT,KY,M,N
M,HOUSATONIC,MA,M,N
F,LEHIGH ACRES,FL,S,N
M,NINEVEH,IN,S,Y
F,BLANCHARDVILLE,WI,M,Y
F,SWEDESBORO,NJ,S,Y
M,APOPKA,FL,S,N
M,NERSTRAND,MN,S,N
F,VILLA RIDGE,MO,M,N
M,MAURICE,IA,M,N
F,DUNMOR,KY,S,Y
M,AUXVASSE,MO,S,N
F,WASHINGTON,DC,S,N
F,COLUMBIA,SC,S,Y
M,COLQUITT,GA,M,Y
F,MOHALL,ND,M,Y
M,MEANSVILLE,GA,S,Y
F,DALLAS,TX,M,N
F,SPOKANE,WA,S,Y
M,MILLSTADT,IL,M,N
F,ORMOND BEACH,FL,M,Y
F,SUN CITY,AZ,S,Y
F,GEORGETOWN,ME,S,Y
M,LACONA,NY,S,N
M,HEADLAND,AL,M,N
F,MOTLEY,MN,M,Y
M,SOUTH BEND,IN,M,N
M,MOBILE,AL,S,Y
F,WASHINGTON,DC,M,N
M,BARNET,VT,S,Y
F,INDIANAPOLIS,IN,M,N
M,HOPE,RI,S,Y
M,MOUNTAIN VILLAGE,AK,M,Y
M,MAPLEVILLE,RI,M,N
M,GREER,SC,M,Y
F,CARTHAGE,AR,M,Y
F,POSTON,AZ,S,N
M,REE HEIGHTS,SD,M,N
F,PIOCHE,NV,M,N
F,GLEN,NH,M,N
F,RICHMOND,TX,M,N
M,SHERIDAN,MT,S,Y
F,CAPITOL HEIGHTS,MD,S,Y
F,WAYCROSS,GA,M,N
M,BRADENTON,FL,M,Y
F,WASHINGTON,DC,S,N
M,CLIFTON,NJ,M,N
M,THIBODAUX,LA,S,N
F,MEDFORD,OR,S,Y
F,COLD SPRING HARBOR,NY,M,N
M,ABBEVILLE,AL,S,Y
M,SOUTHINGTON,CT,S,N
M,SIMI VALLEY,CA,S,N
M,ELKMONT,AL,M,Y
M,MARVELL,AR,S,Y
F,CHEYENNE,WY,M,Y
M,LABOLT,SD,S,N
F,CHAMBERLAIN,SD,M,N
F,FRUITLAND,WA,S,Y
M,SOUTH ACWORTH,NH,M,N
M,ORANGE SPRINGS,FL,S,Y
M,ROSE BUD,AR,S,Y
F,JOHNSTON,RI,S,N
M,NASSAWADOX,VA,S,Y
F,BELLEVUE,NE,M,N
M,CALEDONIA,ND,M,N
F,ROCHESTER,NH,S,Y
M,WASHINGTON,DC,M,Y
M,HUNTLEY,WY,S,N
M,BOSTON,MA,M,N
M,GREENLAND,AR,S,N
F,NUCLA,CO,S,N
F,NEW ORLEANS,LA,M,Y
F,TREVILIANS,VA,S,N
M,WORCESTER,MA,M,N
M,STILL POND,MD,S,N
F,DWIGHT,NE,S,N
M,MAYHEW,MS,S,Y
M,DOWELLTOWN,TN,S,Y
M,HENNING,MN,S,Y
M,ARVILLA,ND,S,N
F,MORAN,MI,M,N
F,CAMILLA,GA,S,Y
F,DERBY,KS,M,N
F,TWILIGHT,WV,S,N
