hospitalname,address1,city,hospitaltype,hospitalowner
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
PROVIDENCE HOSPITAL,1150 VARNUM ST NE,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,Acute Care Hospitals,Proprietary
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Other
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,Acute Care - VA Medical Center,Government Federal
CHILDREN'S HOSPITAL NMC,111 MICHIGAN AVE NW,WASHINGTON,Childrens,Voluntary non-profit - Private
CHILDREN'S HOSPITAL NMC,111 MICHIGAN AVE NW,WASHINGTON,Childrens,Voluntary non-profit - Private
CHILDREN'S HOSPITAL NMC,111 MICHIGAN AVE NW,WASHINGTON,Childrens,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
BETHESDA MEMORIAL HOSPITAL,2815 SOUTH SEACREST BLVD,BOYNTON BEACH,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
ORLANDO REGIONAL HEALTHCARE,1414 S KUHL AVE,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
FLORIDA HOSPITAL,601 E ROLLINS ST,ORLANDO,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,MIAMI,Acute Care Hospitals,Voluntary non-profit - Private
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
LEE MEMORIAL HOSPITAL,2776 CLEVELAND AVE,FORT MYERS,Acute Care Hospitals,Government - Hospital District or Authority
UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,MIAMI,Acute Care Hospitals,Proprietary
